Profile,Country,Patent Number,Licensor,Country New,Patent Number New,Inventor
Main/Main10,RU,RU2699585,Docomo,RU,RU2699585,ЧООНГ СЕНГ БООН|ДЗУНИА ТАКИУЕ|ТИОУ КЕНГ ТАН
Main/Main10,RU,RU2699675,Docomo,RU,RU2699675,ЙОСИНОРИ СУДЗУКИ|ЧООНГ СЕНГ БООН|ТИОУ КЕНГ ТАН
Main/Main10,RU,RU2699677,GEVC,RU,RU2699677,ВАЛЕРИ ГЕОРГЕ|БЕНЬЯМИН БРОСС|ХАЙНЕР КИРХХОФФЕР|ДЕТЛЕФ МАРПЕ|ТУНГ НГУЙЕН|МАТТИАС ПРАЙСС|МИША ЗИКМАНН|ЯН ШТЕГЕМАНН|ТОМАС ВИГАНД
Main/Main10,RU,RU2700396,Mitsubishi,RU,RU2700396,АКИРА МИНЕЗАВА|КАЗУО СУГИМОТО|СУНИТИ СЕКИГУТИ
Main/Main10,RU,RU2701052,Docomo,RU,RU2701052,ЙОСИНОРИ СУДЗУКИ|ЧООНГ СЕНГ БООН|ТИОУ КЕНГ ТАН
Main/Main10,RU,RU2701054,Canon,RU,RU2701054,МАСААКИ КОБАЯСИ
Main/Main10,RU,RU2701130,Canon,RU,RU2701130,ГИЙОМ ЛАРОШ|КРИСТОФ ЖИСКЕ|ЭДУАР ФРАНСУА|ПАТРИС ОННО
Main/Main10,RU,RU2701455,Canon,RU,RU2701455,ГИЙОМ ЛАРОШ|ПАТРИС ОННО
Main/Main10,RU,RU2702054,Canon,RU,RU2702054,ГИЙОМ ЛАРОШ|КРИСТОФ ЖИСКЕ|ЭДУАР ФРАНСУА|ПАТРИС ОННО
Main/Main10,RU,RU2703229,Mitsubishi,RU,RU2703229,АКИРА МИНЕЗАВА|КАЗУО СУГИМОТО|КАДЗУЮКИ МИЯДЗАВА|ЮСУКЕ ИТАНИ|РИОДЗИ ХАТТОРИ|ЙОСИМИ МОРИЯ|НОРИМИТИ ХИВАСА|СУНИТИ СЕКИГУТИ|ТОКУМИТИ МУРАКАМИ
Main/Main10,RU,RU2703957,Docomo,RU,RU2703957,ЙОСИНОРИ СУДЗУКИ|ЧООНГ СЕНГ БООН
Main/Main10,RU,RU2705650,JVCKENWOOD,RU,RU2705650,ТОРУ КУМАКУРА|СИГЕРУ ФУКУСИМА
Main/Main10,RU,RU2706179,Mitsubishi,RU,RU2706179,ЮСУКЕ ИТАНИ|СУНИТИ СЕКИГУТИ|КАЗУО СУГИМОТО
Main/Main10,RU,RU2706236,Canon,RU,RU2706236,МАСАТО СИМА
Main/Main10,RU,RU2707145,Docomo,RU,RU2707145,ЧООНГ СЕНГ БООН|ЙОСИНОРИ СУДЗУКИ|ТИОУ КЕНГ ТАН
Main/Main10,RU,RU2707411,JVCKENWOOD,RU,RU2707411,МАСАЁСИ НИСИТАНИ|ХИРОЙЯ НАКАМУРА|СИГЕРУ ФУКУСИМА|МОТОХАРУ УЭДА
Main/Main10,RU,RU2707713,Docomo,RU,RU2707713,ЙОСИНОРИ СУЗУКИ|ЧООНГ СЕНГ БООН
Main/Main10,RU,RU2707926,Canon,RU,RU2707926,ЭДУАР ФРАНСУА|ГИЙОМ ЛАРОШ
Main/Main10,RU,RU2708351,Canon,RU,RU2708351,ЭДУАР ФРАНСУА|ГИЙОМ ЛАРОШ
Main/Main10,RU,RU2708359,JVCKENWOOD,RU,RU2708359,ХИРОЙЯ НАКАМУРА|СИГЕРУ ФУКУСИМА|ХИДЕКИ ТАКЕХАРА
Main/Main10,RU,RU2708360,JVCKENWOOD,RU,RU2708360,ХИРОЙЯ НАКАМУРА|СИГЕРУ ФУКУСИМА|ХИДЕКИ ТАКЕХАРА
Main/Main10,RU,RU2708440,Canon,RU,RU2708440,ГИЙОМ ЛАРОШ
Main/Main10,RU,RU2708967,GEVC,RU,RU2708967,ТУНГ НГУЙЕН|ХАЙНЕР КИРХХОФФЕР|ДЕТЛЕФ МАРПЕ
Main/Main10,RU,RU2709158,Canon,RU,RU2709158,КРИСТОФ ЖИСКЕ|ГИЙОМ ЛАРОШ
Main/Main10,RU,RU2709165,Docomo,RU,RU2709165,ЙОСИНОРИ СУЗУКИ|ЧООНГ СЕНГ БООН
Main/Main10,RU,RU2710946,Docomo,RU,RU2710946,ФРАНК ЯН БОССЕН|ТИОУ КЕНГ ТАН
Main/Main10,RU,RU2710947,Docomo,RU,RU2710947,ФРАНК ЯН БОССЕН|ТИОУ КЕНГ ТАН
Main/Main10,RU,RU2713610,Docomo,RU,RU2713610,ФРАНК ЯН БОССЕН|САНДИП КАНУМУРИ
Main/Main10,RU,RU2713697,KTCORP,RU,RU2713697,БЭ КЫН ЛЭЕ|ДЖЭ ЧХОЛ КВОН|ДЖО ЁУН КИМ
Main/Main10,RU,RU2713699,KTCORP,RU,RU2713699,БЭ КЫН ЛЭЕ|ДЖЭ ЧХОЛ КВОН|ДЖО ЁУН КИМ
Main/Main10,RU,RU2713848,JVCKENWOOD,RU,RU2713848,ТОРУ КУМАКУРА|СИГЕРУ ФУКУСИМА
Main/Main10,RU,RU2713856,KTCORP,RU,RU2713856,БЭ КЫН ЛЭЕ|ДЖЭ ЧХОЛ КВОН|ДЖО ЁУН КИМ
Main/Main10,RU,RU2713857,KTCORP,RU,RU2713857,БЭ КЫН ЛЭЕ|ДЖЭ ЧХОЛ КВОН|ДЖО ЁУН КИМ
Main/Main10,RU,RU2714107,Docomo,RU,RU2714107,ЧООНГ СЕНГ БООН|ДЗУНИА ТАКИУЕ|АКИРА ФУДЗИБАЯСИ|ТИОУ КЕНГ ТАН
Main/Main10,RU,RU2714127,Docomo,RU,RU2714127,ЧООНГ СЕНГ БООН|ДЗУНИА ТАКИУЕ|ТИОУ КЕНГ ТАН
Main/Main10,RU,RU2714371,Sun Patent,RU,RU2714371,ХИСАО САСАИ|ТАКАХИРО НИСИ|ЙОУДЗИ СИБАХАРА|ТОСИЯСУ СУГИО|КЕКО ТАНИКАВА|ТОРУ МАЦУНОБУ
Main/Main10,RU,RU2715011,Docomo,RU,RU2715011,ЙОСИНОРИ СУДЗУКИ|ЧООНГ СЕНГ БООН
Main/Main10,RU,RU2715015,Docomo,RU,RU2715015,ЙОСИНОРИ СУДЗУКИ|ЧООНГ СЕНГ БООН|ТИОУ КЕНГ ТАН
Main/Main10,RU,RU2715017,Docomo,RU,RU2715017,ЙОСИНОРИ СУДЗУКИ|ЧООНГ СЕНГ БООН|ТИОУ КЕНГ ТАН
Main/Main10,RU,RU2715382,KTCORP,RU,RU2715382,БЭ КЫН ЛЭЕ|ДЖЭ ЧХОЛ КВОН|ДЖО ЁУН КИМ
Main/Main10,RU,RU2715519,Docomo,RU,RU2715519,АКИРА ФУДЗИБАЯСИ|ЧООНГ СЕНГ БООН|ТИОУ КЕНГ ТАН
Main/Main10,RU,RU2715522,DIAB,RU,RU2715522,ФЕЛИКС ГЕНРИ|СТЕФАН ПАТЁ
Main/Main10,RU,RU2716032,Mitsubishi,RU,RU2716032,ЙОСИМИ МОРИЯ|СУНИТИ СЕКИГУТИ|КАЗУО СУГИМОТО|КОХТАРО АСАИ|ТОКУМИТИ МУРАКАМИ
Main/Main10,RU,RU2716230,KTCORP,RU,RU2716230,БЭ КЫН ЛЭЕ|ДЖЭ ЧХОЛ КВОН|ДЖО ЁУН КИМ
Main/Main10,RU,RU2716535,Canon,RU,RU2716535,ГИЙОМ ЛАРОШ|КРИСТОФ ЖИСКЕ|ЭДУАР ФРАНСУА|ПАТРИС ОННО
Main/Main10,RU,RU2718424,Canon,RU,RU2718424,КОДЗИ ОКАВА
Main/Main10,RU,RU2719302,KTCORP,RU,RU2719302,БЭ КЫН ЛЭЕ|ДЖЭ ЧХОЛ КВОН|ДЖО ЁУН КИМ
Main/Main10,RU,RU2719334,Docomo,RU,RU2719334,ЧООНГ СЕНГ БООН|ЙОСИНОРИ СУДЗУКИ|ТИОУ КЕНГ ТАН
Main/Main10,RU,RU2719340,KTCORP,RU,RU2719340,БЭ КЫН ЛЭЕ|ДЖЭ ЧХОЛ КВОН|ДЖО ЁУН КИМ
Main/Main10,RU,RU2719374,KTCORP,RU,RU2719374,БЭ КЫН ЛЭЕ|ДЖЭ ЧХОЛ КВОН|ДЖО ЁУН КИМ
Main/Main10,RU,RU2719375,KTCORP,RU,RU2719375,БЭ КЫН ЛЭЕ|ДЖЭ ЧХОЛ КВОН|ДЖО ЁУН КИМ
Main/Main10,RU,RU2719377,KTCORP,RU,RU2719377,БЭ КЫН ЛЭЕ|ДЖЭ ЧХОЛ КВОН|ДЖО ЁУН КИМ
Main/Main10,RU,RU2719379,KTCORP,RU,RU2719379,БЭ КЫН ЛЭЕ|ДЖЭ ЧХОЛ КВОН|ДЖО ЁУН КИМ
Main/Main10,RU,RU2719386,KTCORP,RU,RU2719386,БЭ КЫН ЛЭЕ|ДЖЭ ЧХОЛ КВОН|ДЖО ЁУН КИМ
Main/Main10,RU,RU2719390,KTCORP,RU,RU2719390,БЭ КЫН ЛЭЕ|ДЖЭ ЧХОЛ КВОН|ДЖО ЁУН КИМ
Main/Main10,RU,RU2719433,Docomo,RU,RU2719433,ЧООНГ СЕНГ БООН|ТИОУ КЕНГ ТАН
Main/Main10,RU,RU2720560,Canon,RU,RU2720560,ГИЙОМ ЛАРОШ
Main/Main10,RU,RU2720702,Docomo,RU,RU2720702,ЙОСИНОРИ СУЗУКИ|ЧООНГ СЕНГ БООН|ТИОУ КЕНГ ТАН
Main/Main10,RU,RU2720975,DIAB,RU,RU2720975,ФЕЛИКС АНРИ|ГОРДОН КЛЭР
Main/Main10,RU,RU2721004,Docomo,RU,RU2721004,ФРАНК ЯН БОССЕН
Main/Main10,RU,RU2722536,Canon,RU,RU2722536,ЭДУАР ФРАНСУА|ГИЙОМ ЛАРОШ|ПАТРИС ОННО
Main/Main10,RU,RU2723085,Docomo,RU,RU2723085,ЧООНГ СЕНГ БООН|ДЗУНИА ТАКИУЕ|АКИРА ФУДЗИБАЯСИ|ТИОУ КЕНГ ТАН
Main/Main10,RU,RU2727171,DIAB,RU,RU2727171,ФЕЛИКС ГЕНРИ|СТЕФАН ПАТЁ|ГОРДОН КЛЭР
Main/Main10,RU,RU2731026,Docomo,RU,RU2731026,АКИРА ФУДЗИБАЯСИ|ЙОСИНОРИ СУДЗУКИ|ЧООНГ СЕНГ БООН
Main/Main10,RU,RU2732512,Docomo,RU,RU2732512,ЙОСИНОРИ СУЗУКИ|ЧООНГ СЕНГ БООН|ТИОУ КЕНГ ТАН
Main/Main10,RU,RU2732534,Canon,RU,RU2732534,ГИЙОМ ЛАРОШ|ПАТРИС ОННО
Main/Main10,RU,RU2732673,Canon,RU,RU2732673,ЭДУАР ФРАНСУА|ГИЙОМ ЛАРОШ|ПАТРИС ОННО
Main/Main10,RU,RU2733206,Canon,RU,RU2733206,МАСАТО СИМА
Main/Main10,RU,RU2734616,Docomo,RU,RU2734616,АКИРА ФУДЗИБАЯСИ|ЧООНГ СЕНГ БООН|ТИОУ КЕНГ ТАН
Main/Main10,RU,RU2734871,Mitsubishi,RU,RU2734871,ЙОСИМИ МОРИЯ|СУНИТИ СЕКИГУТИ|КАЗУО СУГИМОТО|КОХТАРО АСАИ|ТОКУМИТИ МУРАКАМИ
Main/Main10,RU,RU2736546,Docomo,RU,RU2736546,ЧООНГ СЕНГ БООН|ДЗУНИА ТАКИУЕ|АКИРА ФУДЗИБАЯСИ|ТИОУ КЕНГ ТАН
Main/Main10,RU,RU2738256,Canon,RU,RU2738256,ЭДУАР ФРАНСУА|ГИЙОМ ЛАРОШ|ПАТРИС ОННО
Main/Main10,RU,RU2739497,DIAB,RU,RU2739497,ФЕЛИКС ГЕНРИ|СТЕФАН ПАТЕ|ГОРДОН КЛЭР
Main/Main10,RU,RU2739729,DIAB,RU,RU2739729,ФЕЛИКС ГЕНРИ|ГОРДОН КЛЭР
Main/Main10,RU,RU2740783,Canon,RU,RU2740783,ГИЙОМ ЛАРОШ|ПАТРИС ОННО
Main/Main10,RU,RU2745248,GEVC,RU,RU2745248,ТУНГ НГУЙЕН|ХАЙНЕР КИРХХОФФЕР|ДЕТЛЕФ МАРПЕ
Main/Main10,RU,RU2746746,Canon,RU,RU2746746,КОДЗИ ОКАВА
Main/Main10,RU,RU2755020,GEVC,RU,RU2755020,ВАЛЕРИ ГЕОРГЕ|БЕНЬЯМИН БРОСС|ХАЙНЕР КИРХХОФФЕР|ДЕТЛЕФ МАРПЕ|ТУНГ НГУЙЕН|МАТТИАС ПРАЙСС|МИША ЗИКМАНН|ЯН ШТЕГЕМАНН|ТОМАС ВИГАНД
Main/Main10,SD,SD-AP3686,GEVC,SD,SD-AP3686,UNKNOWN
Main/Main10,SD,SD-AP3992,GEVC,SD,SD-AP3992,UNKNOWN
Main/Main10,SD,SD-AP4072,GEVC,SD,SD-AP4072,UNKNOWN
Main/Main10,SD,SD-AP4917,GEVC,SD,SD-AP4917,UNKNOWN
Main/Main10,SE,SE537736,KTCORP,SE,SE537736,JAE CHEOL KWON|JOO YOUNG KIM
Main/Main10,SE,SE538057,KTCORP,SE,SE538057,BAE KEUN LEE|JAE CHEOL KWON|JOO YOUNG KIM
Main/Main10,SE,SE538196,KTCORP,SE,SE538196,JAE CHEOL KWON|JOO YOUNG KIM
Main/Main10,SE,SE538787,KTCORP,SE,SE538787,KEUN LEE BAE|CHEOL KWON JAE|YOUNG KIM JOO
Main/Main10,SE,SE539822,KTCORP,SE,SE539822,CHEOL KWON JAE|YOUNG KIM JOO
Main/Main10,SE,SE539969,KTCORP,SE,SE539969,KEUN LEE BAE|CHEOL KWON JAE|YOUNG KIM JOO
Main/Main10,SE,SE541010,KTCORP,SE,SE541010,JAE CHEOL KWON|JOO YOUNG KIM
Main/Main10,SE,SE541011,KTCORP,SE,SE541011,JAE CHEOL KWON|JOO YOUNG KIM
Main/Main10,SE,SE542454,KTCORP,SE,SE542454,BAE KEUN LEE|JAE CHEOL KWON|JOO YOUNG KIM
Main/Main10,SE,SE542455,KTCORP,SE,SE542455,BAE KEUN LEE|JAE CHEOL KWON|JOO YOUNG KIM
Main/Main10,SE,SE542456,KTCORP,SE,SE542456,BAE KEUN LEE|JAE CHEOL KWON|JOO YOUNG KIM
Main/Main10,SE,SE542569,KTCORP,SE,SE542569,BAE KEUN LEE|JAE CHEOL KWON|JOO YOUNG KIM
Main/Main10,SE,SE-EP1387585,Panasonic,EP,EP1387585,MAKOTO HAGAI|SHINYA KADONO
Main/Main10,SE,SE-EP1406450,Panasonic,EP,EP1406450,SATOSHI KONDO|SHINYA KADONO|MAKOTO HAGAI|KIYOFUMI ABE
Main/Main10,SE,SE-EP1406451,Panasonic,EP,EP1406451,CHONG SOON LIM|TECK WEE FOO|SHENG MEI SHEN|SHINYA KADONO|SATOSHI KONDO|MAKOTO HAGAI|KIYOFUMI ABE
Main/Main10,SE,SE-EP1408698,Docomo,EP,EP1408698,SATORU INTELLECTUAL PROPERTY DEPARTMENT ADACHI|CHOONG SENG INTELLECTUAL PROPERTY DEPARTMENT BOON|SADAATSU INTELLECTUAL PROPERTY DEPARTMENT KATO|MINORU INTELLECTUAL PROPERTY DEPARTMENT ETOH|THIOW KENG INTELLECTUAL PROPERTY DEPARTMENT TAN
Main/Main10,SE,SE-EP1439713,Panasonic,EP,EP1439713,SATOSHI KONDO|SHINYA KADONO|MAKOTO HAGAI|KIYOFUMI ABE
Main/Main10,SE,SE-EP1445869,Panasonic,EP,EP1445869,SHINYA KADONO|YOSHINORI MATSUI|SATOSHI KONDO
Main/Main10,SE,SE-EP1445960,Panasonic,EP,EP1445960,SATOSHI KONDO|SHINYA KADONO|MAKOTO HAGAI
Main/Main10,SE,SE-EP1459449,DIAB,EP,EP1459449,LOUIS JOSEPH KEROFSKY
Main/Main10,SE,SE-EP1496706,IP Bridge,EP,EP1496706,SHINYA KADONO|SATOSHI KONDO|MAKOTO HAGAI|KIYOFUMI ABE
Main/Main10,SE,SE-EP1504408,Docomo,EP,EP1504408,FRANK JAN BOSSEN
Main/Main10,SE,SE-EP1515567,Panasonic,EP,EP1515567,MAKOTO HAGAI|SHINYA KADONO
Main/Main10,SE,SE-EP1530374,IP Bridge,EP,EP1530374,KIYOFUMI ABE|SHINYA KADONO|SATOSHI KONDO|MAKOTO HAGAI
Main/Main10,SE,SE-EP1540962,Docomo,EP,EP1540962,FRANK JAN BOSSEN
Main/Main10,SE,SE-EP1550219,GEVC,EP,EP1550219,DETLEF MARPE|THOMAS WIEGAND
Main/Main10,SE,SE-EP1557072,Philips,EP,EP1557072,MARC W. T. KLEIN MIDDELINK|JAN VAN DER MEER
Main/Main10,SE,SE-EP1562384,DIAB,EP,EP1562384,SHIJUN SUN|SHAWMIN LEI|HIROYUKI KATATA
Main/Main10,SE,SE-EP1590964,Philips,EP,EP1590964,WILHELMUS H. A. BRULS
Main/Main10,SE,SE-EP1739972,IP Bridge,EP,EP1739972,MAKOTO HAGAI|SHINYA KADONO|SATOSHI KONDO|KIYOFUMI ABE
Main/Main10,SE,SE-EP1742480,Panasonic,EP,EP1742480,CHONG SOON LIM|TECK WEE FOO|SHENG MEI SHEN|SHINYA KADONO|SATOSHI KONDO|MAKOTO HAGAI|KIYOFUMI ABE
Main/Main10,SE,SE-EP1742483,IP Bridge,EP,EP1742483,SATOSHI KONDO|SHINYA KADONO|MAKOTO HAGAI|KIYOFUMI ABE
Main/Main10,SE,SE-EP1978747,IP Bridge,EP,EP1978747,ZHONG XUE|SHENG MEI SHEN|TECK WEE FOO|CHAK JOO LEE|SHINYA KADONO
Main/Main10,SE,SE-EP1995971,Huawei,EP,EP1995971,JIANHUA ZHENG|JIANWEN CHEN|YUN HE|XINJIAN MENG
Main/Main10,SE,SE-EP2037412,GEVC,EP,EP2037412,DETLEF MARPE|THOMAS WIEGAND
Main/Main10,SE,SE-EP2192783,Philips,EP,EP2192783,MATTHIAS NARROSCHKE|HANS GEORG MUSMANN
Main/Main10,SE,SE-EP2239943,DLLC,EP,EP2239943,GARY A. DEMOS
Main/Main10,SE,SE-EP2249570,Panasonic,EP,EP2249570,SATOSHI KONDO|SHINYA KADONO|MAKOTO HAGAI|KIYOFUMI ABE
Main/Main10,SE,SE-EP2249573,Panasonic,EP,EP2249573,SATOSHI KONDO|SHINYA KADONO|MAKOTO HAGAI|KIYOFUMI ABE
Main/Main10,SE,SE-EP2249574,Panasonic,EP,EP2249574,SATOSHI KONDO|SHINYA KADONO|MAKOTO HAGAI|KIYOFUMI ABE
Main/Main10,SE,SE-EP2249575,Panasonic,EP,EP2249575,SATOSHI KONDO|SHINYA KADONO|MAKOTO HAGAI|KIYOFUMI ABE
Main/Main10,SE,SE-EP2249576,Panasonic,EP,EP2249576,SATOSHI KONDO|KIYOFUMI ABE|MAKOTO HAGAI|SHINYA KADONO
Main/Main10,SE,SE-EP2249577,Panasonic,EP,EP2249577,SATOSHI KONDO|SHINYA KADONO|MAKOTO HAGAI|KIYOFUMI ABE
Main/Main10,SE,SE-EP2249578,Panasonic,EP,EP2249578,SATOSHI KONDO|SHINYA KADONO|MAKOTO HAGAI|KIYOFUMI ABE
Main/Main10,SE,SE-EP2254339,DLLC,EP,EP2254339,GARY A. DEMOS
Main/Main10,SE,SE-EP2259597,DIAB,EP,EP2259597,SHIJUN SUN|SHAWMIN LEI|HIROYUKI KATATA
Main/Main10,SE,SE-EP2262114,DIAB,EP,EP2262114,LOUIS JOSEPH KEROFSKY
Main/Main10,SE,SE-EP2262268,DLLC,EP,EP2262268,GARY A. DEMOS
Main/Main10,SE,SE-EP2268035,Docomo,EP,EP2268035,SATORU ADACHI|CHOONG SENG BOON|SADAATSU KATO|MINORU ETOH|THIOW KENG TAN
Main/Main10,SE,SE-EP2268036,Docomo,EP,EP2268036,SATORU ADACHI|CHOONG SENG BOON|SADAATSU KATO|MINORU ETOH|THIOW KENG TAN
Main/Main10,SE,SE-EP2268037,Docomo,EP,EP2268037,SATORU ADACHI|CHOONG SENG BOON|SADAATSU KATO|MINORU ETOH|THIOW KENG TAN
Main/Main10,SE,SE-EP2271107,Panasonic,EP,EP2271107,SATOSHI KONDO|SHINYA KADONO|MAKOTO HAGAI|KIYOFUMI ABE
Main/Main10,SE,SE-EP2271108,Panasonic,EP,EP2271108,SATOSHI KONDO|SHINYA KADONO|MAKOTO HAGAI|KIYOFUMI ABE
Main/Main10,SE,SE-EP2271109,Panasonic,EP,EP2271109,SATOSHI KONDO|SHINYA KADONO|MAKOTO HAGAI|KIYOFUMI ABE
Main/Main10,SE,SE-EP2271110,Panasonic,EP,EP2271110,SATOSHI KONDO|SHINYA KADONO|MAKOTO HAGAI
Main/Main10,SE,SE-EP2271111,Panasonic,EP,EP2271111,SATOSHI KONDO|SHINYA KADONO|MAKOTO HAGAI
Main/Main10,SE,SE-EP2271114,Docomo,EP,EP2271114,SATORU ADACHI|CHOONG SENG BOON|SADAATSU KATO|MINORU ETOH|THIOW KENG TAN
Main/Main10,SE,SE-EP2278816,Panasonic,EP,EP2278816,CHONG SOON LIM|TECK WEE FOO|SHENG MEI SHEN|SHINYA KADONO|SATOSHI KONDO|MAKOTO HAGAI|KIYOFUMI ABE
Main/Main10,SE,SE-EP2288163,LGE,EP,EP2288163,JAE WON SUNG|SEUNG WOOK PARK|YONG JOON JEON|JUNG SUN KIM|YOUNG HEE CHOI|BYEONG MOON JEON|JOON YOUNG PARK
Main/Main10,SE,SE-EP2290612,GEVC,EP,EP2290612,DETLEV MARPE|THOMAS WIEGAND
Main/Main10,SE,SE-EP2296282,GEVC,EP,EP2296282,DETLEV MARPE|THOMAS WIEGAND
Main/Main10,SE,SE-EP2326013,GEVC,EP,EP2326013,DETLEV MARPE|THOMAS WIEGAND
Main/Main10,SE,SE-EP2391019,Panasonic,EP,EP2391019,SHINYA KADONO|YOSHINORI MATSUI|SATOSHI KONDO
Main/Main10,SE,SE-EP2391129,LGE,EP,EP2391129,JAEHYUN LIM|BYEONGMOON JEON|SEUNGWOOK PARK|JAEWON SUNG|JUNGSUN KIM|YONGJOON JEON|JOONYOUNG PARK|YOUNGHEE CHOI
Main/Main10,SE,SE-EP2443833,Samsung,EP,EP2443833,HAE KYUNG JUNG|MIN SU CHEON|JUNG HYE MIN|IL KOO KIM
Main/Main10,SE,SE-EP2452493,Samsung,EP,EP2452493,MIN SU CHEON|HAE KYUNG JUNG|JUNG HYE MIN|IL KOO KIM
Main/Main10,SE,SE-EP2452494,Samsung,EP,EP2452494,JIANLE CHEN|MIN SU CHEON|JAE CHOOL LEE|JUNG HYE MIN|HAE KYUNG JUNG|IL KOO KIM|SANG RAE LEE|KYO HYUK LEE
Main/Main10,SE,SE-EP2471266,Samsung,EP,EP2471266,MIN SU CHEON|JUNG HYE MIN|WOO JIN HAN
Main/Main10,SE,SE-EP2489186,Samsung,EP,EP2489186,WOO JIN HAN|JUNG HYE MIN|IL KOO KIM
Main/Main10,SE,SE-EP2510698,Samsung,EP,EP2510698,SUN IL LEE|MIN SU CHEON|WOO JIN HAN
Main/Main10,SE,SE-EP2545710,Samsung,EP,EP2545710,ALEXANDER ALSHIN|ELENA ALSHINA|NIKOLAY SHLYAKHOV
Main/Main10,SE,SE-EP2545713,Samsung,EP,EP2545713,JUNG HYE MIN|ELENA ALSHINA|WOO JIN HAN
Main/Main10,SE,SE-EP2549758,Docomo,EP,EP2549758,CHOONG SENG BOON|YOSHINORI SUZUKI|AKIRA FUJIBAYASHI|THIOW KENG TAN
Main/Main10,SE,SE-EP2559005,GEVC,EP,EP2559005,PHILIPP HELLE|SIMON OUDIN|DETLEV MARPE|THOMAS WIEGAND
Main/Main10,SE,SE-EP2559244,GEVC,EP,EP2559244,THOMAS WIEGAND|HEINER KIRCHHOFFER|HEIKO SCHWARZ|TUNG NGUYEN|DETLEV MARPE
Main/Main10,SE,SE-EP2559245,GEVC,EP,EP2559245,HEINER KIRCHHOFFER|MARTIN WINKEN|PHILIPP HELLE|DETLEV MARPE|HEIKO SCHWARZ|THOMAS WIEGAND
Main/Main10,SE,SE-EP2568706,LGE,EP,EP2568706,SEUNGWOOK PARK|JOONYOUNG PARK|JUNGSUN KIM|YOUNGHEE CHOI|YONGJOON JEON|JAEWON SUNG|BYEONGMOON JEON|JAEHYUN LIM
Main/Main10,SE,SE-EP2571269,SK Telecom,EP,EP2571269,JINHAN SONG|JEONGYEON LIM|YUNGLYUL LEE|JOOHEE MOON|HAEKWANG KIM|BYEUNGWOO JEON|JONGKI HAN|DAEYEON KIM|SUNGWOOK HONG
Main/Main10,SE,SE-EP2580912,Samsung,EP,EP2580912,TAMMY LEE|WOO JIN HAN|IL KOO KIM|SUN IL LEE
Main/Main10,SE,SE-EP2592832,Samsung,EP,EP2592832,BAE KEUN LEE|YU MI SOHN
Main/Main10,SE,SE-EP2594075,Samsung,EP,EP2594075,JUNG HYE MIN|SUN IL LEE|WOO JIN HAN
Main/Main10,SE,SE-EP2594076,Docomo,EP,EP2594076,FRANK JAN BOSSEN|THIOW KENG TAN
Main/Main10,SE,SE-EP2608539,Samsung,EP,EP2608539,TAMMY LEE|WOO JIN HAN
Main/Main10,SE,SE-EP2608540,ETRI,EP,EP2608540,SUNG CHANG LIM|HUI YONG KIM|SE YOON JEONG|SUK HEE CHO|JONG HO KIM|HA HYUN LEE|JIN HO LEE|JIN SOO CHOI|JIN WOONG KIM|CHIE TEUK AHN
Main/Main10,SE,SE-EP2624567,LGE,EP,EP2624567,JUNGSUN KIM|SEUNGWOOK PARK|JAEWON SUNG|JOONYOUNG PARK|BYEONGMOON JEON|JAEHYUN LIM|YONGJOON JEON|YOUNGHEE CHOI
Main/Main10,SE,SE-EP2629526,Samsung,EP,EP2629526,TAMMY LEE|WOO JIN HAN|JIANLE CHEN|HAE KYUNG JUNG
Main/Main10,SE,SE-EP2629527,Samsung,EP,EP2629527,SUN IL LEE|MIN SU CHEON|WOO JIN HAN
Main/Main10,SE,SE-EP2629528,Samsung,EP,EP2629528,SUN IL LEE|MIN SU CHEON|WOO JIN HAN
Main/Main10,SE,SE-EP2636218,GEVC,EP,EP2636218,HEIKO SCHWARZ|HEINER KIRCHHOFFER|PHILIPP HELLE|SIMON OUDIN|JAN STEGEMANN|BENJAMIN BROSS|DETLEV MARPE|THOMAS WIEGAND
Main/Main10,SE,SE-EP2640076,Samsung,EP,EP2640076,ELENA ALSHINA|ALEXANDER ALSHIN|VADIM SEREGIN|NIKOLAY SHLYAKHOV|MAXIM KOROTEEV
Main/Main10,SE,SE-EP2645715,LGE,EP,EP2645715,JAE HYUN LIM|SEUNG WOOK PARK|JUNG SUN KIM|YONG JOON JEON|JOON YOUNG PARK|BYEONG MOON JEON
Main/Main10,SE,SE-EP2656507,Docomo,EP,EP2656507,FRANK JAN BOSSEN|SANDEEP KANUMURI
Main/Main10,SE,SE-EP2663075,Samsung,EP,EP2663075,SUN IL LEE|HAE KYUNG JUNG|MIN SU CHEON
Main/Main10,SE,SE-EP2663077,Docomo,EP,EP2663077,AKIRA FUJIBAYASHI|YOSHINORI SUZUKI|CHOONG SENG BOON
Main/Main10,SE,SE-EP2664070,GEVC,EP,EP2664070,DETLEV MARPE|TUNG NGUYEN|HEIKO SCHWARZ|THOMAS WIEGAND
Main/Main10,SE,SE-EP2664147,Canon,EP,EP2664147,MASAAKI KOBAYASHI
Main/Main10,SE,SE-EP2665267,Samsung,EP,EP2665267,JIANLE CHEN|MIN SU CHEON|JAE CHOOL LEE|JUNG HYE MIN|HAE KYUNG JUNG|IL KOO KIM|SANG RAE LEE|KYO HYUK LEE
Main/Main10,SE,SE-EP2665268,Samsung,EP,EP2665268,JIANLE CHEN|MIN SU CHEON|JAE CHOOL LEE|JUNG HYE MIN|HAE KYUNG JUNG|IL KOO KIM|SANG RAE LEE|KYO HYUK LEE
